0
0.001
0.001
0.002
0.002
0.003
0.002
0.004
0.005
0.005
0.005
0.007
0.007
0.008
0.008
0.009
0.01
0.011
0.011
0.013
0.012
0.014
0.015
0.015
0.016
0.017
0.017
0.018
0.018
0.019
0.02
0.02
0.021
0.021
0.022
0.021
0.023
0.024
0.023
0.025
0.025
0.026
0.026
0.028
0.027
0.029
0.028
0.028
0.028
0.027
0.028
0.03
0.03
0.03
0.03
0.031
0.03
0.032
0.03
0.032
0.033
0.031
0.031
0.032
0.033
0.033
0.034
0.033
0.034
0.034
0.034
0.035
0.032
0.034
0.034
0.036
0.037
0.035
0.037
0.037
0.036
0.034
0.036
0.035
0.035
0.036
0.037
0.036
0.036
0.036
0.037
0.037
0.037
0.037
0.037
0.037
0.037
0.039
0.038
0.039
0.038
0.038
0.038
0.037
0.039
0.038
0.038
0.038
0.039
0.038
0.038
0.04
0.04
0.039
0.04
0.038
0.04
0.038
0.038
0.04
0.038
0.038
0.039
0.038
0.041
0.039
0.04
0.04
0.039
0.039
0.04
0.038
0.038
0.04
0.04
0.039
0.04
0.038
0.039
0.039
0.04
0.039
0.038
0.039
0.04
0.039
0.041
0.04
0.039
0.039
0.039
0.039
0.038
0.041
0.042
0.04
0.04
0.039
0.039
0.041
0.038
0.039
0.04
0.04
0.041
0.04
0.041
0.041
0.04
0.04
0.038
0.042
0.04
0.041
0.04
0.039
0.041
0.041
0.041
0.039
0.043
0.039
0.041
0.042
0.04
0.04
0.04
0.04
0.039
0.038
0.039
0.039
0.04
0.042
0.04
0.041
0.042
0.04
0.041
0.041
0.039
0.042
0.041
0.042
0.042
0.041
0.042
0.04
0.04
0.042
0.04
0.04
0.041
0.042
0.042
0.041
0.038
0.04
0.04
0.042
0.042
0.041
0.041
0.041
0.04
0.04
0.042
0.039
0.041
0.041
0.04
0.042
0.042
0.042
0.041
0.04
0.039
0.039
0.042
0.039
0.04
0.041
0.041
0.04
0.039
0.04
0.041
0.042
0.039
0.04
0.042
0.04
0.04
0.04
0.039
0.038
0.04
0.04
0.04
0.041
0.042
0.041
0.039
0.041
0.042
0.041
0.04
0.04
0.041
0.041
0.041
0.04
0.042
0.04
0.041
0.042
0.041
0.041
0.039
0.041
0.04
